Date;Time;Magnet heated outlet temperature (°C) - OS1:PI11_211TT03:Sensor:GemW;Magnet cold inlet temperature (°C) - OS1:PI11_211TT04:Sensor:GemW;Percentage of max power - OS5:Vonk:CoolingDemand:Register;Buffer heated outlet temperature (°C) -OS1:PI11_211TT01:Sensor:GemW;Buffer cold inlet temperature (°C) -OS1:PI11_211TT02:Sensor:GemW
21.06.25;14:03:00;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:01;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:02;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:03;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:04;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:05;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:06;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:07;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:08;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:09;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:10;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:11;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:12;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:13;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:14;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:15;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:16;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:17;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:18;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:19;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:20;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:21;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:22;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:23;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:24;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:25;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:26;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:27;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:28;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:29;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:30;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:31;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:32;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:33;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:34;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:35;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:36;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:37;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:38;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:39;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:40;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:41;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:42;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:43;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:44;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:45;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:46;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:47;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:48;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:49;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:50;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:51;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:52;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:53;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:54;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:55;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:56;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:57;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:58;17.0;16.4;0.0;13.3;15.4
21.06.25;14:03:59;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:00;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:01;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:02;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:03;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:04;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:05;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:06;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:07;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:08;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:09;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:10;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:11;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:12;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:13;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:14;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:15;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:16;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:17;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:18;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:19;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:20;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:21;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:22;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:23;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:24;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:25;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:26;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:27;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:28;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:29;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:30;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:31;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:32;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:33;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:34;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:35;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:36;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:37;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:38;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:39;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:40;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:41;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:42;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:43;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:44;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:45;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:46;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:47;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:48;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:49;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:50;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:51;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:52;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:53;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:54;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:55;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:56;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:57;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:58;17.0;16.4;0.0;13.3;15.4
21.06.25;14:04:59;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:00;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:01;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:02;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:03;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:04;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:05;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:06;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:07;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:08;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:09;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:10;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:11;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:12;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:13;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:14;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:15;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:16;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:17;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:18;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:19;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:20;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:21;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:22;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:23;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:24;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:25;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:26;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:27;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:28;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:29;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:30;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:31;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:32;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:33;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:34;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:35;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:36;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:37;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:38;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:39;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:40;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:41;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:42;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:43;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:44;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:45;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:46;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:47;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:48;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:49;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:50;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:51;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:52;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:53;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:54;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:55;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:56;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:57;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:58;17.0;16.4;0.0;13.3;15.4
21.06.25;14:05:59;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:00;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:01;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:02;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:03;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:04;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:05;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:06;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:07;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:08;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:09;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:10;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:11;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:12;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:13;17.0;16.4;0.0;13.3;15.4
21.06.25;14:06:14;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:15;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:16;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:17;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:18;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:19;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:20;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:21;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:22;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:23;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:24;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:25;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:26;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:27;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:28;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:29;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:30;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:31;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:32;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:33;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:34;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:35;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:36;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:37;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:38;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:39;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:40;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:41;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:42;17.0;16.4;0.0;13.2;15.4
21.06.25;14:06:43;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:44;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:45;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:46;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:47;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:48;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:49;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:50;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:51;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:52;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:53;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:54;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:55;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:56;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:57;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:58;17.1;16.4;0.0;13.2;15.4
21.06.25;14:06:59;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:00;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:01;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:02;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:03;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:04;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:05;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:06;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:07;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:08;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:09;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:10;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:11;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:12;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:13;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:14;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:15;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:16;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:17;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:18;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:19;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:20;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:21;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:22;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:23;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:24;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:25;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:26;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:27;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:28;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:29;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:30;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:31;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:32;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:33;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:34;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:35;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:36;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:37;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:38;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:39;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:40;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:41;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:42;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:43;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:44;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:45;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:46;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:47;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:48;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:49;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:50;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:51;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:52;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:53;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:54;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:55;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:56;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:57;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:58;17.1;16.4;0.0;13.2;15.4
21.06.25;14:07:59;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:00;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:01;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:02;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:03;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:04;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:05;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:06;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:07;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:08;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:09;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:10;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:11;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:12;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:13;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:14;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:15;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:16;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:17;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:18;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:19;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:20;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:21;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:22;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:23;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:24;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:25;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:26;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:27;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:28;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:29;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:30;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:31;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:32;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:33;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:34;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:35;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:36;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:37;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:38;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:39;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:40;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:41;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:42;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:43;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:44;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:45;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:46;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:47;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:48;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:49;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:50;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:51;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:52;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:53;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:54;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:55;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:56;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:57;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:58;17.1;16.4;0.0;13.2;15.4
21.06.25;14:08:59;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:00;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:01;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:02;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:03;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:04;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:05;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:06;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:07;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:08;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:09;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:10;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:11;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:12;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:13;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:14;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:15;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:16;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:17;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:18;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:19;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:20;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:21;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:22;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:23;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:24;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:25;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:26;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:27;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:28;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:29;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:30;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:31;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:32;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:33;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:34;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:35;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:36;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:37;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:38;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:39;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:40;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:41;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:42;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:43;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:44;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:45;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:46;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:47;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:48;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:49;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:50;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:51;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:52;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:53;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:54;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:55;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:56;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:57;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:58;17.1;16.4;0.0;13.2;15.4
21.06.25;14:09:59;17.1;16.4;0.0;13.2;15.4
21.06.25;14:10:00;17.1;16.4;0.0;13.2;15.4
21.06.25;14:10:01;17.1;16.4;0.0;13.2;15.4
21.06.25;14:10:02;17.1;16.4;0.0;13.2;15.4
21.06.25;14:10:03;17.1;16.4;0.0;13.2;15.4
21.06.25;14:10:04;17.1;16.4;0.0;13.2;15.4
21.06.25;14:10:05;17.1;16.4;0.0;13.2;15.4
21.06.25;14:10:06;17.1;16.4;0.0;13.2;15.4
21.06.25;14:10:07;17.1;16.4;0.0;13.2;15.4
21.06.25;14:10:08;17.1;16.4;0.0;13.2;15.4
21.06.25;14:10:09;17.1;16.4;0.0;13.2;15.4
21.06.25;14:10:10;17.1;16.4;0.0;13.2;15.4
