Datetime,CZ,FR,HU,NL,SE
2024-01-01 00:00:00,378.32,29.09,201.87,119.37,57.91
2024-01-01 01:00:00,363.38,30.08,197.8,119.65,58.74
2024-01-01 02:00:00,363.23,32.32,195.5,119.13,58.86
2024-01-01 03:00:00,365.21,32.96,197.22,119.15,59.61
2024-01-01 04:00:00,365.19,33.0,206.2,124.77,60.39
2024-01-01 05:00:00,356.25,33.41,196.18,126.82,60.52
2024-01-01 06:00:00,345.59,34.52,190.24,133.2,60.04
2024-01-01 07:00:00,346.48,33.62,181.98,132.69,59.44
2024-01-01 08:00:00,339.2,32.16,170.13,134.97,59.28
2024-01-01 09:00:00,323.65,31.95,148.69,131.89,54.96
2024-01-01 10:00:00,316.63,31.63,134.7,124.01,50.85
2024-01-01 11:00:00,314.1,31.12,136.16,118.26,45.18
2024-01-01 12:00:00,319.82,30.89,143.52,114.59,47.06
2024-01-01 13:00:00,307.74,30.26,151.08,116.75,34.28
2024-01-01 14:00:00,323.28,31.16,168.09,131.23,29.1
2024-01-01 15:00:00,331.2,29.08,172.18,156.4,30.7
2024-01-01 16:00:00,332.54,27.78,174.37,184.17,28.31
2024-01-01 17:00:00,334.58,27.16,172.29,175.13,30.81
2024-01-01 18:00:00,333.85,26.84,171.0,170.71,31.38
2024-01-01 19:00:00,342.48,26.99,167.39,178.91,32.46
2024-01-01 20:00:00,345.77,26.81,172.64,160.06,49.24
2024-01-01 21:00:00,339.25,26.71,171.54,155.32,48.45
2024-01-01 22:00:00,339.66,26.72,171.12,146.75,59.78
2024-01-01 23:00:00,324.5,27.75,172.97,139.24,61.08
2024-01-02 00:00:00,323.19,27.3,177.14,133.35,61.72
2024-01-02 01:00:00,329.52,27.95,184.15,129.21,62.89
2024-01-02 02:00:00,317.36,28.88,187.76,125.5,63.44
2024-01-02 03:00:00,322.03,29.15,195.59,124.75,58.75
2024-01-02 04:00:00,312.69,29.18,201.91,130.91,41.74
2024-01-02 05:00:00,309.33,27.57,199.54,139.91,35.51
2024-01-02 06:00:00,302.48,26.73,198.15,144.26,30.78
2024-01-02 07:00:00,297.85,26.63,184.51,154.1,28.89
2024-01-02 08:00:00,307.6,26.81,168.03,158.7,27.59
2024-01-02 09:00:00,310.27,26.58,143.56,161.53,25.89
2024-01-02 10:00:00,312.61,26.5,179.78,168.8,27.21
2024-01-02 11:00:00,317.5,26.69,187.67,183.53,24.11
2024-01-02 12:00:00,320.56,26.33,189.88,197.51,23.54
2024-01-02 13:00:00,326.94,26.09,180.22,197.44,23.71
2024-01-02 14:00:00,327.64,25.83,193.03,200.01,22.49
2024-01-02 15:00:00,332.44,25.81,205.49,195.61,22.36
2024-01-02 16:00:00,328.67,25.93,212.5,193.36,21.32
2024-01-02 17:00:00,319.76,26.14,207.26,182.73,24.67
2024-01-02 18:00:00,304.34,26.44,191.92,176.18,28.25
2024-01-02 19:00:00,295.62,26.05,185.09,184.13,29.72
2024-01-02 20:00:00,302.66,26.22,193.07,174.74,33.07
2024-01-02 21:00:00,307.14,26.61,200.65,174.75,36.53
2024-01-02 22:00:00,306.44,26.97,200.83,174.37,42.82
2024-01-02 23:00:00,307.78,27.1,206.16,159.48,34.8
2024-01-03 00:00:00,305.82,27.57,201.07,161.63,38.79
2024-01-03 01:00:00,310.44,28.95,203.33,148.17,45.16
2024-01-03 02:00:00,307.93,29.39,196.59,134.73,47.99
2024-01-03 03:00:00,312.19,29.73,192.36,134.97,43.81
2024-01-03 04:00:00,309.99,28.54,196.87,128.17,33.28
2024-01-03 05:00:00,303.36,27.37,193.07,130.31,38.19
2024-01-03 06:00:00,300.57,26.63,198.4,138.36,36.03
2024-01-03 07:00:00,306.49,26.06,195.99,149.29,35.26
2024-01-03 08:00:00,314.42,26.23,193.39,151.31,27.72
2024-01-03 09:00:00,300.6,26.38,169.54,147.93,28.05
2024-01-03 10:00:00,294.67,26.37,164.34,142.27,32.11
2024-01-03 11:00:00,286.79,26.48,163.27,138.09,29.04
2024-01-03 12:00:00,283.76,26.7,161.09,138.02,30.09
2024-01-03 13:00:00,289.0,25.87,178.41,145.53,29.12
2024-01-03 14:00:00,309.87,25.91,197.35,168.82,28.85
2024-01-03 15:00:00,319.37,25.78,195.78,203.99,28.41
2024-01-03 16:00:00,328.3,25.79,204.82,232.35,23.84
2024-01-03 17:00:00,326.07,25.83,202.75,249.24,19.72
2024-01-03 18:00:00,323.85,26.11,194.38,244.06,21.37
2024-01-03 19:00:00,320.5,26.05,189.35,226.69,23.82
2024-01-03 20:00:00,320.42,25.99,181.34,218.93,22.42
2024-01-03 21:00:00,324.79,26.3,184.1,219.56,21.45
2024-01-03 22:00:00,321.95,26.44,184.31,205.26,32.95
2024-01-03 23:00:00,315.23,26.98,194.1,197.21,43.12
2024-01-04 00:00:00,314.04,27.24,191.93,181.47,49.48
2024-01-04 01:00:00,318.5,27.61,187.24,182.29,50.44
2024-01-04 02:00:00,319.05,28.24,177.53,184.01,50.99
2024-01-04 03:00:00,317.71,28.3,182.59,194.65,52.13
2024-01-04 04:00:00,339.45,28.48,197.4,227.25,51.95
2024-01-04 05:00:00,336.68,29.92,198.19,275.37,34.65
2024-01-04 06:00:00,351.63,34.1,209.34,306.9,25.53
2024-01-04 07:00:00,381.94,37.37,221.58,346.02,26.15
2024-01-04 08:00:00,372.73,40.65,213.88,365.9,31.23
2024-01-04 09:00:00,349.76,42.48,215.22,363.08,29.28
2024-01-04 10:00:00,358.32,43.43,218.18,350.62,31.74
2024-01-04 11:00:00,354.91,44.93,218.65,347.7,34.22
2024-01-04 12:00:00,381.4,44.46,230.17,344.82,42.23
2024-01-04 13:00:00,419.95,45.0,219.55,366.86,37.31
2024-01-04 14:00:00,436.02,45.51,223.04,399.56,45.69
2024-01-04 15:00:00,444.12,43.25,246.8,429.9,51.76
2024-01-04 16:00:00,458.52,44.29,262.75,449.51,51.64
2024-01-04 17:00:00,464.46,44.42,275.72,446.71,50.86
2024-01-04 18:00:00,457.67,44.12,261.04,427.52,46.65
2024-01-04 19:00:00,457.74,44.11,238.74,393.9,42.02
2024-01-04 20:00:00,451.67,42.44,237.29,370.46,41.05
2024-01-04 21:00:00,439.29,42.3,241.03,333.97,36.87
2024-01-04 22:00:00,424.11,43.55,239.28,283.16,36.38
2024-01-04 23:00:00,431.98,39.91,231.37,254.67,46.19
2024-01-05 00:00:00,432.81,34.13,229.91,215.88,57.73
2024-01-05 01:00:00,438.55,32.02,230.44,202.0,59.8
2024-01-05 02:00:00,432.14,31.52,236.04,196.26,61.37
2024-01-05 03:00:00,452.03,32.88,236.01,196.08,63.07
2024-01-05 04:00:00,439.96,34.96,241.85,212.6,54.46
2024-01-05 05:00:00,439.87,36.77,254.33,241.68,42.11
2024-01-05 06:00:00,454.22,40.06,267.86,264.95,52.1
2024-01-05 07:00:00,451.27,45.76,264.89,287.37,57.95
2024-01-05 08:00:00,431.75,50.48,247.59,320.87,57.66
2024-01-05 09:00:00,415.63,49.31,226.23,327.07,55.79
2024-01-05 10:00:00,417.56,49.56,226.96,331.82,56.77
2024-01-05 11:00:00,423.68,49.59,221.97,331.57,56.71
2024-01-05 12:00:00,430.69,48.94,228.86,326.85,57.3
2024-01-05 13:00:00,444.6,48.76,235.64,333.17,58.68
2024-01-05 14:00:00,454.71,48.47,246.6,357.76,62.56
2024-01-05 15:00:00,461.56,49.84,249.9,359.0,64.3
2024-01-05 16:00:00,460.77,51.71,253.76,356.77,64.89
2024-01-05 17:00:00,462.04,52.41,252.71,361.31,64.96
2024-01-05 18:00:00,467.14,52.46,253.3,358.85,52.97
2024-01-05 19:00:00,472.42,52.59,251.08,350.42,48.91
2024-01-05 20:00:00,468.79,51.02,244.11,333.99,46.85
2024-01-05 21:00:00,473.65,53.12,241.15,327.21,48.44
2024-01-05 22:00:00,475.1,52.76,237.19,315.27,52.4
2024-01-05 23:00:00,467.06,44.92,231.99,301.49,61.98
2024-01-06 00:00:00,472.64,35.11,243.32,290.66,67.09
2024-01-06 01:00:00,469.85,35.1,253.79,280.29,66.56
2024-01-06 02:00:00,461.55,36.03,258.81,264.46,69.03
2024-01-06 03:00:00,472.35,36.14,262.27,257.6,70.52
2024-01-06 04:00:00,484.62,35.53,244.57,268.06,72.14
2024-01-06 05:00:00,487.33,34.2,259.55,278.44,71.51
2024-01-06 06:00:00,500.8,35.13,259.05,301.09,71.99
2024-01-06 07:00:00,514.76,38.81,263.9,328.88,68.93
2024-01-06 08:00:00,511.82,46.76,272.79,345.31,68.06
2024-01-06 09:00:00,509.89,44.53,272.87,341.67,65.84
2024-01-06 10:00:00,522.02,42.69,265.54,331.94,64.42
2024-01-06 11:00:00,519.18,42.29,266.68,320.26,65.61
2024-01-06 12:00:00,518.69,40.36,265.15,315.72,67.75
2024-01-06 13:00:00,517.09,43.14,263.86,305.74,67.99
2024-01-06 14:00:00,517.32,44.09,263.7,318.33,68.17
2024-01-06 15:00:00,522.56,44.08,264.5,331.23,67.34
2024-01-06 16:00:00,498.32,45.63,281.1,342.46,68.25
2024-01-06 17:00:00,505.79,45.7,286.83,333.86,68.61
2024-01-06 18:00:00,506.47,45.6,284.34,335.3,64.99
2024-01-06 19:00:00,508.13,43.71,273.54,342.14,64.58
2024-01-06 20:00:00,508.71,37.66,261.65,330.68,68.17
2024-01-06 21:00:00,504.1,36.25,269.31,321.37,69.74
2024-01-06 22:00:00,474.49,37.75,279.64,298.48,70.37
2024-01-06 23:00:00,493.94,34.6,240.7,277.36,58.13
2024-01-07 00:00:00,474.23,33.08,251.74,255.92,66.55
2024-01-07 01:00:00,464.69,34.09,265.0,242.78,69.51
2024-01-07 02:00:00,456.87,33.55,265.87,218.89,71.41
2024-01-07 03:00:00,451.44,34.04,263.17,211.3,72.85
2024-01-07 04:00:00,459.16,34.6,253.96,214.87,70.02
2024-01-07 05:00:00,475.73,34.66,246.08,217.92,71.26
2024-01-07 06:00:00,481.74,34.83,243.95,224.56,71.51
2024-01-07 07:00:00,485.64,34.78,236.38,230.85,69.3
2024-01-07 08:00:00,479.29,37.01,253.06,256.97,67.04
2024-01-07 09:00:00,484.17,36.5,251.94,258.63,63.46
2024-01-07 10:00:00,476.96,35.08,250.45,233.32,61.66
2024-01-07 11:00:00,459.74,34.22,246.94,219.35,62.02
2024-01-07 12:00:00,440.85,33.73,250.2,216.61,59.21
2024-01-07 13:00:00,439.24,33.17,246.16,228.09,60.24
2024-01-07 14:00:00,433.22,37.19,258.28,256.32,58.89
2024-01-07 15:00:00,431.68,40.66,273.01,310.35,58.73
2024-01-07 16:00:00,434.73,44.45,283.32,334.24,55.73
2024-01-07 17:00:00,432.86,43.77,284.45,344.06,50.56
2024-01-07 18:00:00,438.22,44.49,277.88,349.66,39.8
2024-01-07 19:00:00,441.47,44.11,268.1,345.71,48.95
2024-01-07 20:00:00,455.58,42.96,252.58,339.48,48.63
2024-01-07 21:00:00,462.62,43.65,253.99,330.39,36.28
2024-01-07 22:00:00,466.31,43.63,245.58,298.93,29.4
2024-01-07 23:00:00,461.13,41.47,265.31,275.64,39.75
2024-01-08 00:00:00,454.01,35.86,273.81,261.84,44.78
2024-01-08 01:00:00,422.46,36.35,282.96,273.86,43.74
2024-01-08 02:00:00,419.12,37.82,283.87,266.79,44.9
2024-01-08 03:00:00,419.19,38.47,283.13,260.12,47.25
2024-01-08 04:00:00,479.36,38.79,258.47,284.61,52.63
2024-01-08 05:00:00,524.54,48.37,264.6,340.4,49.52
2024-01-08 06:00:00,529.25,61.5,272.77,374.26,57.65
2024-01-08 07:00:00,535.61,63.26,262.7,363.73,59.7
2024-01-08 08:00:00,537.46,60.23,259.55,360.07,66.84
2024-01-08 09:00:00,536.72,60.03,253.95,343.02,65.59
2024-01-08 10:00:00,526.03,61.3,237.25,314.57,60.67
2024-01-08 11:00:00,507.52,62.28,254.89,289.99,62.77
2024-01-08 12:00:00,508.44,62.8,260.22,275.89,62.31
2024-01-08 13:00:00,518.31,64.25,262.02,273.84,59.19
2024-01-08 14:00:00,532.54,64.5,272.44,297.96,59.55
2024-01-08 15:00:00,539.9,66.24,279.27,331.55,48.42
2024-01-08 16:00:00,540.1,66.9,282.92,345.21,42.14
2024-01-08 17:00:00,542.36,69.84,286.69,343.61,33.0
2024-01-08 18:00:00,541.61,70.55,286.0,340.62,27.84
2024-01-08 19:00:00,532.9,70.19,300.1,338.22,25.36
2024-01-08 20:00:00,541.91,69.96,294.14,329.09,26.29
2024-01-08 21:00:00,552.67,69.67,287.37,317.4,23.77
2024-01-08 22:00:00,555.9,74.72,282.25,302.71,22.72
2024-01-08 23:00:00,548.51,72.98,271.07,293.24,22.16
2024-01-09 00:00:00,550.31,73.0,279.03,292.93,21.77
2024-01-09 01:00:00,570.92,72.87,274.36,308.47,21.33
2024-01-09 02:00:00,573.33,70.3,278.81,311.69,21.25
2024-01-09 03:00:00,573.57,69.9,287.99,314.47,21.49
2024-01-09 04:00:00,576.79,73.28,293.67,324.77,22.0
2024-01-09 05:00:00,569.25,76.79,314.44,345.81,24.26
2024-01-09 06:00:00,572.12,76.61,307.7,364.17,27.93
2024-01-09 07:00:00,566.85,76.15,308.95,373.79,27.99
2024-01-09 08:00:00,555.91,75.01,293.77,358.11,28.31
2024-01-09 09:00:00,549.66,75.9,270.38,310.75,26.95
2024-01-09 10:00:00,537.48,75.88,252.69,266.88,27.67
2024-01-09 11:00:00,532.69,75.45,263.93,243.85,29.66
2024-01-09 12:00:00,531.75,77.49,269.14,236.25,30.82
2024-01-09 13:00:00,548.6,78.04,287.6,251.51,30.34
2024-01-09 14:00:00,569.29,75.62,305.17,287.51,31.99
2024-01-09 15:00:00,572.49,71.71,312.81,342.21,30.42
2024-01-09 16:00:00,574.75,71.4,314.29,372.58,29.24
2024-01-09 17:00:00,572.19,75.16,314.67,373.79,29.72
2024-01-09 18:00:00,578.62,83.97,316.76,370.24,27.04
2024-01-09 19:00:00,578.48,82.4,317.09,371.02,26.55
2024-01-09 20:00:00,571.77,87.55,317.36,371.42,25.84
2024-01-09 21:00:00,552.58,89.0,315.24,361.53,24.67
2024-01-09 22:00:00,557.71,86.8,310.02,364.03,23.96
2024-01-09 23:00:00,560.7,82.13,297.48,365.29,23.07
2024-01-10 00:00:00,560.76,80.33,286.03,379.22,23.01
2024-01-10 01:00:00,564.23,80.21,290.84,385.86,23.04
2024-01-10 02:00:00,562.79,77.74,291.52,386.26,23.05
2024-01-10 03:00:00,561.18,78.14,296.88,387.29,23.21
2024-01-10 04:00:00,562.04,80.64,311.1,392.01,24.62
2024-01-10 05:00:00,557.03,81.13,312.42,403.38,26.41
2024-01-10 06:00:00,554.44,77.95,315.42,417.39,29.81
2024-01-10 07:00:00,546.56,76.96,299.38,422.01,27.43
2024-01-10 08:00:00,522.2,73.73,282.57,403.07,27.66
2024-01-10 09:00:00,489.72,76.56,268.97,347.98,34.67
2024-01-10 10:00:00,485.16,83.43,248.52,314.14,28.77
2024-01-10 11:00:00,487.4,81.56,247.12,299.41,27.67
2024-01-10 12:00:00,496.57,78.74,248.69,301.85,32.59
2024-01-10 13:00:00,519.69,76.7,274.39,319.81,27.72
2024-01-10 14:00:00,544.0,74.14,296.16,349.7,26.31
2024-01-10 15:00:00,553.93,73.43,307.56,400.86,26.18
2024-01-10 16:00:00,550.51,73.11,307.16,418.03,26.28
2024-01-10 17:00:00,551.42,80.19,312.9,420.17,25.91
2024-01-10 18:00:00,554.51,79.77,309.92,432.2,24.57
2024-01-10 19:00:00,556.0,76.46,309.36,445.28,21.34
2024-01-10 20:00:00,557.63,78.0,307.36,449.83,20.72
2024-01-10 21:00:00,558.44,82.44,312.53,456.05,20.49
2024-01-10 22:00:00,561.73,82.01,322.32,468.93,20.95
2024-01-10 23:00:00,574.3,77.89,319.05,481.23,20.37
2024-01-11 00:00:00,577.17,75.56,311.03,491.28,20.56
2024-01-11 01:00:00,579.8,76.08,312.1,496.37,21.33
2024-01-11 02:00:00,581.59,74.85,311.73,496.05,21.29
2024-01-11 03:00:00,581.6,77.59,322.92,496.79,20.45
2024-01-11 04:00:00,576.22,79.37,334.8,482.43,20.28
2024-01-11 05:00:00,569.65,81.28,338.68,476.09,21.97
2024-01-11 06:00:00,570.39,79.57,331.81,468.39,24.34
2024-01-11 07:00:00,561.52,80.34,311.46,477.45,24.86
2024-01-11 08:00:00,538.16,78.07,274.3,456.25,25.37
2024-01-11 09:00:00,517.97,76.76,240.69,414.18,26.72
2024-01-11 10:00:00,502.81,79.27,234.68,383.35,25.34
2024-01-11 11:00:00,517.32,78.29,234.4,390.77,26.54
2024-01-11 12:00:00,521.53,73.24,253.0,391.59,26.89
2024-01-11 13:00:00,532.56,66.31,272.96,400.85,27.27
2024-01-11 14:00:00,542.79,64.62,300.84,431.03,27.44
2024-01-11 15:00:00,548.67,66.61,314.7,446.99,34.31
2024-01-11 16:00:00,549.83,68.64,305.08,444.57,28.58
2024-01-11 17:00:00,544.68,70.55,292.38,445.74,27.87
2024-01-11 18:00:00,541.44,70.48,288.76,445.54,28.08
2024-01-11 19:00:00,544.92,68.44,285.57,449.0,27.47
2024-01-11 20:00:00,546.53,69.43,291.61,447.18,27.38
2024-01-11 21:00:00,542.57,76.7,294.42,453.52,26.09
2024-01-11 22:00:00,540.81,79.42,291.94,459.53,24.5
2024-01-11 23:00:00,535.64,81.55,281.07,470.39,22.36
2024-01-12 00:00:00,551.39,79.48,279.47,463.36,23.02
2024-01-12 01:00:00,553.66,78.23,283.84,456.28,22.9
2024-01-12 02:00:00,563.29,73.43,275.32,453.32,22.93
2024-01-12 03:00:00,567.83,73.07,289.46,454.81,23.06
2024-01-12 04:00:00,561.75,81.03,306.1,459.23,23.37
2024-01-12 05:00:00,559.88,87.16,313.28,464.02,25.53
2024-01-12 06:00:00,562.01,83.69,306.07,456.37,26.48
2024-01-12 07:00:00,562.79,80.27,303.03,450.4,27.09
2024-01-12 08:00:00,558.65,76.18,291.73,452.97,26.18
2024-01-12 09:00:00,541.25,74.51,281.49,453.57,26.11
2024-01-12 10:00:00,528.64,76.13,272.47,442.33,26.44
2024-01-12 11:00:00,533.23,77.8,267.43,428.98,26.59
2024-01-12 12:00:00,541.93,77.3,278.32,420.43,26.84
2024-01-12 13:00:00,549.11,76.63,286.6,426.63,26.93
2024-01-12 14:00:00,555.17,77.97,298.63,442.19,27.36
2024-01-12 15:00:00,563.94,79.21,308.95,474.53,27.82
2024-01-12 16:00:00,572.21,79.71,314.82,477.56,27.58
2024-01-12 17:00:00,575.14,79.18,315.84,485.94,27.74
2024-01-12 18:00:00,570.62,78.18,310.55,476.57,27.94
2024-01-12 19:00:00,565.44,80.02,314.31,478.71,27.53
2024-01-12 20:00:00,559.54,76.12,326.66,476.38,25.91
2024-01-12 21:00:00,568.15,77.59,318.01,464.43,25.5
2024-01-12 22:00:00,558.11,83.07,313.08,451.12,25.41
2024-01-12 23:00:00,522.65,81.03,298.47,443.11,23.84
2024-01-13 00:00:00,523.44,75.46,286.23,430.0,23.36
2024-01-13 01:00:00,524.97,72.87,272.71,409.27,25.12
2024-01-13 02:00:00,527.42,71.23,271.15,389.42,24.88
2024-01-13 03:00:00,529.33,67.0,273.36,359.52,23.0
2024-01-13 04:00:00,532.34,68.19,274.57,340.01,22.44
2024-01-13 05:00:00,521.57,69.41,273.08,336.79,22.85
2024-01-13 06:00:00,520.12,75.23,276.73,329.44,23.11
2024-01-13 07:00:00,510.55,77.02,256.31,319.9,24.73
2024-01-13 08:00:00,512.25,77.55,222.3,319.8,25.12
2024-01-13 09:00:00,492.67,79.25,200.64,325.78,22.88
2024-01-13 10:00:00,492.38,81.17,206.52,326.72,23.79
2024-01-13 11:00:00,493.17,85.61,212.73,315.65,25.93
2024-01-13 12:00:00,495.01,83.06,229.32,311.27,26.39
2024-01-13 13:00:00,501.66,80.4,255.2,308.48,26.75
2024-01-13 14:00:00,507.63,79.08,282.42,317.64,24.34
2024-01-13 15:00:00,501.8,78.31,288.53,338.48,24.74
2024-01-13 16:00:00,499.92,80.62,282.02,347.68,23.73
2024-01-13 17:00:00,506.04,83.83,286.02,340.62,23.6
2024-01-13 18:00:00,504.74,88.71,286.07,334.32,26.77
2024-01-13 19:00:00,499.25,89.11,286.02,325.49,26.47
2024-01-13 20:00:00,502.99,88.05,293.07,317.99,24.23
2024-01-13 21:00:00,504.46,86.03,281.52,303.71,23.0
2024-01-13 22:00:00,507.58,85.81,271.76,292.31,26.14
2024-01-13 23:00:00,503.01,82.14,266.77,286.83,33.0
2024-01-14 00:00:00,504.17,67.58,267.9,279.95,36.08
2024-01-14 01:00:00,506.24,62.89,266.69,281.83,35.53
2024-01-14 02:00:00,507.39,56.39,267.76,293.08,36.84
2024-01-14 03:00:00,514.51,53.94,270.25,301.48,34.62
2024-01-14 04:00:00,530.07,54.14,277.77,315.8,28.2
2024-01-14 05:00:00,537.17,56.84,272.06,331.54,29.61
2024-01-14 06:00:00,537.57,57.08,269.85,337.58,38.15
2024-01-14 07:00:00,531.62,58.44,251.19,349.34,31.56
2024-01-14 08:00:00,522.26,59.84,216.79,347.15,26.9
2024-01-14 09:00:00,512.63,60.9,178.09,320.63,29.65
2024-01-14 10:00:00,512.48,61.92,190.3,303.76,33.24
2024-01-14 11:00:00,515.85,61.45,199.64,304.26,30.95
2024-01-14 12:00:00,516.63,53.93,209.64,291.31,31.31
2024-01-14 13:00:00,523.32,55.73,239.65,288.69,31.63
2024-01-14 14:00:00,530.29,56.47,270.77,301.28,28.4
2024-01-14 15:00:00,532.78,52.49,288.97,315.65,27.2
2024-01-14 16:00:00,540.85,55.18,288.59,322.67,27.06
2024-01-14 17:00:00,548.26,65.1,287.2,321.58,27.5
2024-01-14 18:00:00,543.23,66.46,293.42,308.39,30.29
2024-01-14 19:00:00,538.53,65.73,295.23,294.27,27.39
2024-01-14 20:00:00,527.77,58.24,290.73,274.69,27.97
2024-01-14 21:00:00,529.71,52.58,287.78,263.14,27.46
2024-01-14 22:00:00,528.28,53.12,291.31,253.63,24.53
2024-01-14 23:00:00,536.85,50.87,287.21,236.79,39.82
2024-01-15 00:00:00,527.8,49.02,285.74,222.98,28.28
2024-01-15 01:00:00,528.97,48.52,283.88,216.65,28.22
2024-01-15 02:00:00,526.34,46.02,282.13,222.63,29.95
2024-01-15 03:00:00,525.74,43.7,279.35,228.5,29.63
2024-01-15 04:00:00,543.5,45.9,289.67,252.4,28.75
2024-01-15 05:00:00,551.58,52.31,293.26,286.73,25.24
2024-01-15 06:00:00,547.08,65.52,282.88,331.27,25.09
2024-01-15 07:00:00,543.45,73.8,276.44,346.14,24.79
2024-01-15 08:00:00,540.57,74.24,265.75,335.67,27.42
2024-01-15 09:00:00,537.62,73.69,257.24,309.2,34.87
2024-01-15 10:00:00,539.72,71.36,255.26,290.29,25.64
2024-01-15 11:00:00,535.92,70.03,259.14,276.65,24.76
2024-01-15 12:00:00,527.18,66.93,256.24,282.54,24.86
2024-01-15 13:00:00,542.85,62.52,273.86,278.33,23.88
2024-01-15 14:00:00,544.32,63.76,284.14,298.57,24.65
2024-01-15 15:00:00,548.1,66.49,288.99,329.09,32.69
2024-01-15 16:00:00,546.85,67.33,278.7,344.87,38.06
2024-01-15 17:00:00,550.06,70.37,280.43,362.04,39.01
2024-01-15 18:00:00,552.66,71.41,277.99,362.56,31.46
2024-01-15 19:00:00,558.52,71.65,275.08,350.22,26.77
2024-01-15 20:00:00,562.56,71.24,277.76,361.92,26.44
2024-01-15 21:00:00,570.58,71.11,281.65,368.29,25.09
2024-01-15 22:00:00,572.93,70.81,276.71,355.6,23.57
2024-01-15 23:00:00,567.97,72.66,259.0,362.48,24.0
2024-01-16 00:00:00,574.02,70.3,259.09,377.44,27.71
2024-01-16 01:00:00,574.71,70.39,258.69,387.95,26.01
2024-01-16 02:00:00,566.49,67.8,250.36,394.61,25.37
2024-01-16 03:00:00,562.17,68.98,251.47,399.34,35.42
2024-01-16 04:00:00,561.83,74.67,262.86,407.65,44.2
2024-01-16 05:00:00,563.5,84.79,268.25,425.24,56.93
2024-01-16 06:00:00,571.29,82.37,258.34,432.81,70.95
2024-01-16 07:00:00,566.14,79.61,239.03,425.07,70.9
2024-01-16 08:00:00,557.24,78.12,216.28,406.18,68.52
2024-01-16 09:00:00,526.95,75.26,194.97,385.64,67.41
2024-01-16 10:00:00,520.61,76.82,181.7,345.08,61.75
2024-01-16 11:00:00,534.9,75.83,182.47,306.25,56.96
2024-01-16 12:00:00,556.49,71.54,210.8,304.7,54.16
2024-01-16 13:00:00,573.79,72.87,247.84,321.52,51.75
2024-01-16 14:00:00,571.95,71.53,280.56,356.44,53.68
2024-01-16 15:00:00,570.1,73.63,293.03,410.3,53.45
2024-01-16 16:00:00,568.84,73.51,290.92,420.91,45.62
2024-01-16 17:00:00,572.94,73.14,294.43,405.4,43.19
2024-01-16 18:00:00,575.34,74.5,293.41,379.8,35.15
2024-01-16 19:00:00,571.13,75.28,303.21,349.44,29.09
2024-01-16 20:00:00,579.99,70.01,314.68,326.0,23.24
2024-01-16 21:00:00,584.86,74.18,310.54,315.27,21.73
2024-01-16 22:00:00,582.45,74.93,308.92,303.23,23.88
2024-01-16 23:00:00,581.9,64.34,296.53,301.09,24.94
2024-01-17 00:00:00,583.86,57.83,291.82,294.64,24.42
2024-01-17 01:00:00,582.11,53.49,294.68,287.39,23.99
2024-01-17 02:00:00,571.54,51.73,291.57,287.48,23.62
2024-01-17 03:00:00,577.4,52.69,300.26,310.34,23.05
2024-01-17 04:00:00,581.4,52.87,301.26,342.08,23.04
2024-01-17 05:00:00,581.07,53.7,312.18,374.87,23.93
2024-01-17 06:00:00,617.75,57.92,315.25,412.62,25.15
2024-01-17 07:00:00,621.36,62.54,297.51,431.86,22.07
2024-01-17 08:00:00,624.99,64.53,286.88,429.26,22.92
2024-01-17 09:00:00,618.99,64.42,279.31,420.71,23.28
2024-01-17 10:00:00,620.96,64.73,275.16,417.59,23.33
2024-01-17 11:00:00,633.26,64.72,271.98,428.48,23.19
2024-01-17 12:00:00,634.16,64.55,279.36,440.95,22.98
2024-01-17 13:00:00,636.9,62.46,286.67,453.93,22.98
2024-01-17 14:00:00,638.25,61.17,286.67,478.23,22.75
2024-01-17 15:00:00,624.69,60.0,280.75,497.35,23.01
2024-01-17 16:00:00,625.5,59.23,277.75,510.74,24.23
2024-01-17 17:00:00,623.28,61.88,275.27,500.52,25.49
2024-01-17 18:00:00,628.41,63.9,276.34,476.28,26.47
2024-01-17 19:00:00,629.89,64.14,274.85,472.25,26.99
2024-01-17 20:00:00,631.5,64.34,274.06,473.69,25.68
2024-01-17 21:00:00,630.46,64.79,271.68,472.27,22.9
2024-01-17 22:00:00,637.92,64.3,264.5,465.9,22.49
2024-01-17 23:00:00,660.38,57.79,258.16,457.82,23.92
2024-01-18 00:00:00,667.91,50.29,257.62,471.62,23.79
2024-01-18 01:00:00,669.66,46.48,264.53,467.07,23.58
2024-01-18 02:00:00,657.3,44.2,269.04,460.59,23.0
2024-01-18 03:00:00,613.7,42.15,273.6,476.96,23.02
2024-01-18 04:00:00,585.12,42.88,280.99,472.2,23.35
2024-01-18 05:00:00,576.09,46.37,288.33,471.51,24.64
2024-01-18 06:00:00,573.58,55.75,281.75,484.32,26.29
2024-01-18 07:00:00,569.47,61.74,276.4,477.14,26.21
2024-01-18 08:00:00,570.58,62.74,275.01,431.81,26.18
2024-01-18 09:00:00,568.91,62.4,273.76,361.16,25.92
2024-01-18 10:00:00,574.81,62.59,273.02,328.38,25.82
2024-01-18 11:00:00,572.73,62.59,269.26,325.09,24.85
2024-01-18 12:00:00,573.13,62.8,272.96,329.17,24.13
2024-01-18 13:00:00,573.47,63.54,276.12,349.12,23.66
2024-01-18 14:00:00,571.25,64.09,282.33,392.29,23.24
