DATETIME;Puiss_CNRS (KW);Tdepart (°C);Tretour (°C);Tint
2023-04-24 01:11:00;875.1741318954911;63.20633333333336;57.0185;16.915000000000003
2023-04-24 01:12:00;868.0415870842162;63.20600000000002;57.017;16.92
2023-04-24 01:13:00;860.9090422729413;63.20566666666668;57.0155;16.92
2023-04-24 01:14:00;853.7764974616664;63.205333333333336;57.014;16.92
2023-04-24 01:15:00;846.6439526503915;63.205;57.0125;16.92
2023-04-24 01:16:00;839.5114078391166;63.20466666666666;57.011;16.92
2023-04-24 01:17:00;832.3788630278417;63.20433333333332;57.0095;16.92
2023-04-24 01:18:00;825.2463182165668;63.20399999999998;57.008;16.92
2023-04-24 01:19:00;818.1137734052919;63.203666666666635;57.0065;16.92
2023-04-24 01:20:00;810.981228594017;63.2033333333333;57.005;16.92
2023-04-24 01:21:00;810.5555898480035;63.20299999999997;57.0035;16.92
2023-04-24 01:22:00;810.1299511019901;63.20266666666664;57.002;16.92
2023-04-24 01:23:00;809.7043123559765;63.20233333333331;57.0005;16.92
2023-04-24 01:24:00;809.278673609963;63.20199999999998;56.999;16.92
2023-04-24 01:25:00;808.8530348639495;63.201666666666654;56.9975;16.92
2023-04-24 01:26:00;808.427396117936;63.201333333333324;56.996;16.92
2023-04-24 01:27:00;808.0017573719225;63.20099999999999;56.9945;16.92
2023-04-24 01:28:00;807.576118625909;63.20066666666666;56.993;16.92
2023-04-24 01:29:00;807.1504798798956;63.20033333333333;56.9915;16.92
2023-04-24 01:30:00;806.724841133882;63.2;56.99;16.92
2023-04-24 01:31:00;806.2992023878685;63.224500000000006;57.00116666666667;16.92
2023-04-24 01:32:00;805.8735636418551;63.249;57.012333333333345;16.92
2023-04-24 01:33:00;805.4479248958415;63.2735;57.02350000000001;16.92
2023-04-24 01:34:00;805.022286149828;63.298;57.03466666666668;16.92
2023-04-24 01:35:00;804.5966474038146;63.322500000000005;57.04583333333335;16.92
2023-04-24 01:36:00;804.171008657801;63.347;57.05700000000002;16.92
2023-04-24 01:37:00;803.7453699117875;63.3715;57.06816666666669;16.948333333333334
2023-04-24 01:38:00;803.319731165774;63.396;57.07933333333336;16.976666666666667
2023-04-24 01:39:00;802.8940924197606;63.420500000000004;57.090500000000034;17.005000000000003
2023-04-24 01:40:00;802.468453673747;63.445;57.1016666666667;17.033333333333335
2023-04-24 01:41:00;802.0428149277334;63.4695;57.11283333333336;17.061666666666667
2023-04-24 01:42:00;801.6171761817199;63.494;57.124000000000024;17.09
2023-04-24 01:43:00;801.1915374357062;63.5185;57.135166666666684;17.095
2023-04-24 01:44:00;800.7658986896927;63.543;57.146333333333345;17.1
2023-04-24 01:45:00;800.340259943679;63.567499999999995;57.1575;17.105
2023-04-24 01:46:00;799.9146211976654;63.592;57.16866666666666;17.11
2023-04-24 01:47:00;799.4889824516519;63.6165;57.17983333333332;17.115000000000002
2023-04-24 01:48:00;799.0633437056382;63.641;57.19099999999998;17.12
2023-04-24 01:49:00;798.6377049596247;63.665499999999994;57.20216666666664;17.12
2023-04-24 01:50:00;798.212066213611;63.69;57.2133333333333;17.12
2023-04-24 01:51:00;797.7864274675975;63.7145;57.22449999999997;17.12
2023-04-24 01:52:00;797.3607887215841;63.739;57.235666666666646;17.12
2023-04-24 01:53:00;796.9351499755705;63.7635;57.24683333333331;17.12
2023-04-24 01:54:00;796.509511229557;63.788;57.25799999999998;17.12
2023-04-24 01:55:00;796.0838724835435;63.8125;57.26916666666665;17.12
2023-04-24 01:56:00;795.65823373753;63.837;57.280333333333324;17.12
2023-04-24 01:57:00;795.2325949915165;63.8615;57.29149999999999;17.12
2023-04-24 01:58:00;794.806956245503;63.886;57.30266666666666;17.12
2023-04-24 01:59:00;794.3813174994896;63.9105;57.313833333333335;17.12
2023-04-24 02:00:00;793.955678753476;63.935;57.325;17.12
2023-04-24 02:01:00;793.5300400074625;63.959500000000006;57.33616666666667;17.12
2023-04-24 02:02:00;793.1044012614491;63.984;57.347333333333346;17.12
2023-04-24 02:03:00;792.6787625154356;64.0085;57.358500000000014;17.12
2023-04-24 02:04:00;792.253123769422;64.033;57.36966666666668;17.12
2023-04-24 02:05:00;791.8274850234086;64.0575;57.38083333333336;17.12
2023-04-24 02:06:00;791.4018462773951;64.08200000000001;57.392000000000024;17.12
2023-04-24 02:07:00;790.9762075313815;64.10650000000001;57.40316666666669;17.12
2023-04-24 02:08:00;790.550568785368;64.131;57.41433333333336;17.12
2023-04-24 02:09:00;790.1249300393546;64.1555;57.425500000000035;17.12
2023-04-24 02:10:00;789.699291293341;64.18;57.4366666666667;17.12
2023-04-24 02:11:00;791.9720979663257;64.20450000000001;57.447833333333364;17.12
2023-04-24 02:12:00;794.2449046393102;64.229;57.459000000000024;17.12
2023-04-24 02:13:00;796.5177113122949;64.2535;57.47016666666668;17.12
2023-04-24 02:14:00;798.7905179852794;64.278;57.48133333333334;17.12
2023-04-24 02:15:00;801.063324658264;64.30250000000001;57.4925;17.12
2023-04-24 02:16:00;803.3361313312487;64.327;57.50366666666666;17.12
2023-04-24 02:17:00;805.6089380042332;64.3515;57.51483333333332;17.12
2023-04-24 02:18:00;807.8817446772179;64.376;57.525999999999975;17.12
2023-04-24 02:19:00;810.1545513502024;64.4005;57.537166666666636;17.12
2023-04-24 02:20:00;812.427358023187;64.425;57.5483333333333;17.12
2023-04-24 02:21:00;814.7646326754651;64.4495;57.559499999999964;17.12
2023-04-24 02:22:00;817.1019073277432;64.474;57.57066666666664;17.12
2023-04-24 02:23:00;819.4391819800213;64.49849999999999;57.58183333333331;17.12
2023-04-24 02:24:00;821.7764566322994;64.523;57.592999999999975;17.12
2023-04-24 02:25:00;824.1137312845775;64.5475;57.60416666666664;17.12
2023-04-24 02:26:00;826.4510059368556;64.572;57.61533333333332;17.12
2023-04-24 02:27:00;828.7882805891337;64.5965;57.626499999999986;17.12
2023-04-24 02:28:00;831.1255552414118;64.621;57.637666666666654;17.12
2023-04-24 02:29:00;833.4628298936899;64.6455;57.64883333333333;17.12
2023-04-24 02:30:00;835.800104545968;64.67;57.66;17.12
2023-04-24 02:31:00;838.1373791982461;64.6745;57.659833333333324;17.136666666666667
2023-04-24 02:32:00;840.4746538505242;64.679;57.65966666666666;17.153333333333332
2023-04-24 02:33:00;842.8119285028023;64.68350000000001;57.65949999999999;17.17
2023-04-24 02:34:00;845.1492031550804;64.688;57.65933333333332;17.186666666666667
2023-04-24 02:35:00;847.4864778073585;64.6925;57.65916666666665;17.203333333333333
2023-04-24 02:36:00;849.8237524596366;64.697;57.65899999999998;17.22
2023-04-24 02:37:00;852.1610271119147;64.70150000000001;57.65883333333331;17.236666666666665
2023-04-24 02:38:00;854.4983017641928;64.706;57.65866666666664;17.253333333333334
2023-04-24 02:39:00;856.8355764164709;64.7105;57.658499999999975;17.27
2023-04-24 02:40:00;859.172851068749;64.715;57.6583333333333;17.286666666666665
2023-04-24 02:41:00;861.5101257210272;64.71950000000001;57.658166666666645;17.303333333333335
2023-04-24 02:42:00;863.8474003733054;64.724;57.65799999999998;17.32
2023-04-24 02:43:00;866.1846750255836;64.7285;57.65783333333332;17.32
2023-04-24 02:44:00;868.5219496778618;64.733;57.657666666666664;17.32
2023-04-24 02:45:00;870.85922433014;64.73750000000001;57.6575;17.32
2023-04-24 02:46:00;873.1964989824181;64.742;57.65733333333334;17.32
2023-04-24 02:47:00;875.5337736346963;64.7465;57.65716666666668;17.32
2023-04-24 02:48:00;877.8710482869745;64.751;57.657000000000025;17.32
2023-04-24 02:49:00;880.2083229392528;64.75550000000001;57.65683333333336;17.32
2023-04-24 02:50:00;882.545597591531;64.76;57.6566666666667;17.32
2023-04-24 02:51:00;884.8828722438091;64.7645;57.65650000000003;17.32
2023-04-24 02:52:00;887.2201468960872;64.769;57.656333333333365;17.32
2023-04-24 02:53:00;889.5574215483653;64.77350000000001;57.65616666666669;17.32
2023-04-24 02:54:00;891.8946962006434;64.778;57.65600000000002;17.32
2023-04-24 02:55:00;894.2319708529214;64.7825;57.65583333333335;17.32
2023-04-24 02:56:00;896.5692455051997;64.787;57.65566666666668;17.32
2023-04-24 02:57:00;898.9065201574778;64.79150000000001;57.65550000000001;17.32
2023-04-24 02:58:00;901.2437948097559;64.796;57.65533333333334;17.32
2023-04-24 02:59:00;903.581069462034;64.8005;57.65516666666667;17.32
2023-04-24 03:00:00;905.918344114312;64.805;57.655;17.32
2023-04-24 03:01:00;911.577460708096;64.8095;57.65483333333333;17.355
2023-04-24 03:02:00;917.2365773018801;64.81400000000001;57.654666666666664;17.39
2023-04-24 03:03:00;922.8956938956641;64.8185;57.65449999999999;17.425
2023-04-24 03:04:00;928.5548104894481;64.82300000000001;57.65433333333332;17.46
2023-04-24 03:05:00;934.213927083232;64.8275;57.654166666666654;17.495
2023-04-24 03:06:00;939.873043677016;64.832;57.65399999999998;17.53
2023-04-24 03:07:00;945.5321602708;64.8365;57.65383333333331;17.53
2023-04-24 03:08:00;951.191276864584;64.841;57.65366666666664;17.53
2023-04-24 03:09:00;956.850393458368;64.8455;57.65349999999997;17.53
2023-04-24 03:10:00;962.509510052152;64.85;57.6533333333333;17.53
2023-04-24 03:11:00;970.2045942875038;64.8545;57.65316666666664;17.53
2023-04-24 03:12:00;977.8996785228555;64.859;57.65299999999998;17.53
2023-04-24 03:13:00;985.5947627582074;64.86349999999999;57.65283333333332;17.53
2023-04-24 03:14:00;993.2898469935592;64.868;57.65266666666666;17.53
2023-04-24 03:15:00;1000.9849312289109;64.8725;57.6525;17.53
2023-04-24 03:16:00;1008.6800154642627;64.877;57.65233333333334;17.53
2023-04-24 03:17:00;1016.3750996996146;64.88149999999999;57.65216666666668;17.53
2023-04-24 03:18:00;1024.0701839349663;64.886;57.65200000000002;17.53
2023-04-24 03:19:00;1031.7652681703182;64.8905;57.65183333333336;17.53
2023-04-24 03:20:00;1039.46035240567;64.895;57.6516666666667;17.53
2023-04-24 03:21:00;1047.155436641023;64.89949999999999;57.65150000000003;17.53
2023-04-24 03:22:00;1054.8505208763759;64.904;57.65133333333336;17.53
2023-04-24 03:23:00;1062.545605111729;64.9085;57.65116666666669;17.53
2023-04-24 03:24:00;1070.240689347082;64.913;57.65100000000002;17.53
2023-04-24 03:25:00;1077.935773582435;64.91749999999999;57.65083333333335;17.53
2023-04-24 03:26:00;1085.630857817788;64.922;57.65066666666668;17.53
2023-04-24 03:27:00;1093.325942053141;64.9265;57.65050000000001;17.53
2023-04-24 03:28:00;1101.021026288494;64.931;57.650333333333336;17.53
2023-04-24 03:29:00;1108.716110523847;64.93549999999999;57.65016666666667;17.53
2023-04-24 03:30:00;1116.4111947592;64.94;57.65;17.53
2023-04-24 03:31:00;1124.106278994552;64.94233333333332;57.65233333333333;17.55166666666667
2023-04-24 03:32:00;1131.801363229904;64.94466666666666;57.65466666666666;17.573333333333334
2023-04-24 03:33:00;1139.496447465256;64.94699999999999;57.65699999999999;17.595
2023-04-24 03:34:00;1147.191531700608;64.94933333333331;57.659333333333315;17.616666666666667
2023-04-24 03:35:00;1154.88661593596;64.95166666666665;57.66166666666665;17.638333333333335
2023-04-24 03:36:00;1162.581700171312;64.95399999999998;57.66399999999998;17.66
2023-04-24 03:37:00;1170.2767844066639;64.9563333333333;57.666333333333306;17.671666666666667
2023-04-24 03:38:00;1177.971868642016;64.95866666666663;57.66866666666664;17.683333333333334
2023-04-24 03:39:00;1185.666952877368;64.96099999999997;57.670999999999964;17.695
2023-04-24 03:40:00;1193.36203711272;64.9633333333333;57.6733333333333;17.706666666666667
2023-04-24 03:41:00;1201.0571213480719;64.96566666666664;57.675666666666636;17.718333333333334
2023-04-24 03:42:00;1208.752205583424;64.96799999999998;57.677999999999976;17.73
2023-04-24 03:43:00;1216.447289818776;64.97033333333331;57.680333333333316;17.73
2023-04-24 03:44:00;1224.142374054128;64.97266666666665;57.682666666666655;17.73
2023-04-24 03:45:00;1231.8374582894799;64.975;57.685;17.73
2023-04-24 03:46:00;1239.532542524832;64.97733333333333;57.68733333333334;17.73
2023-04-24 03:47:00;1247.227626760184;64.97966666666667;57.68966666666668;17.73
2023-04-24 03:48:00;1254.922710995536;64.98200000000001;57.69200000000002;17.73
2023-04-24 03:49:00;1262.617795230888;64.98433333333335;57.69433333333336;17.73
2023-04-24 03:50:00;1270.31287946624;64.9866666666667;57.6966666666667;17.73
2023-04-24 03:51:00;1276.395026371594;64.98900000000002;57.699000000000034;17.73
2023-04-24 03:52:00;1282.477173276948;64.99133333333336;57.70133333333336;17.73
2023-04-24 03:53:00;1288.559320182302;64.99366666666668;57.70366666666669;17.73
2023-04-24 03:54:00;1294.6414670876559;64.99600000000002;57.70600000000002;17.73
2023-04-24 03:55:00;1300.72361399301;64.99833333333335;57.70833333333335;17.73
2023-04-24 03:56:00;1306.805760898364;65.00066666666667;57.71066666666668;17.73
2023-04-24 03:57:00;1312.887907803718;65.00300000000001;57.71300000000001;17.73
2023-04-24 03:58:00;1318.970054709072;65.00533333333334;57.71533333333334;17.73
2023-04-24 03:59:00;1325.052201614426;65.00766666666668;57.717666666666666;17.73
2023-04-24 04:00:00;1331.13434851978;65.01;57.72;17.73
2023-04-24 04:01:00;1332.704354286786;65.01233333333333;57.72233333333333;17.73
2023-04-24 04:02:00;1334.274360053792;65.01466666666667;57.72466666666666;17.73
2023-04-24 04:03:00;1335.844365820798;65.017;57.72699999999999;17.73
2023-04-24 04:04:00;1337.414371587804;65.01933333333332;57.729333333333315;17.73
2023-04-24 04:05:00;1338.98437735481;65.02166666666665;57.73166666666665;17.73
2023-04-24 04:06:00;1340.5543831218158;65.02399999999999;57.73399999999998;17.73
2023-04-24 04:07:00;1342.1243888888218;65.02633333333331;57.736333333333306;17.746666666666666
2023-04-24 04:08:00;1343.6943946558279;65.02866666666664;57.73866666666664;17.763333333333332
2023-04-24 04:09:00;1345.264400422834;65.03099999999998;57.740999999999964;17.78
2023-04-24 04:10:00;1346.83440618984;65.0333333333333;57.7433333333333;17.796666666666667
2023-04-24 04:11:00;1348.404411956846;65.03566666666664;57.74566666666664;17.813333333333333
2023-04-24 04:12:00;1349.974417723852;65.03799999999998;57.747999999999976;17.83
2023-04-24 04:13:00;1351.544423490858;65.04033333333332;57.750333333333316;17.846666666666664
2023-04-24 04:14:00;1353.114429257864;65.04266666666666;57.752666666666656;17.863333333333333
2023-04-24 04:15:00;1354.6844350248698;65.045;57.754999999999995;17.88
2023-04-24 04:16:00;1356.2544407918758;65.04733333333334;57.75733333333334;17.896666666666665
2023-04-24 04:17:00;1357.8244465588818;65.04966666666668;57.75966666666668;17.913333333333334
2023-04-24 04:18:00;1359.3944523258879;65.05200000000002;57.76200000000002;17.93
2023-04-24 04:19:00;1360.964458092894;65.05433333333336;57.76433333333336;17.93
2023-04-24 04:20:00;1362.5344638599;65.0566666666667;57.7666666666667;17.93
2023-04-24 04:21:00;1364.104469626905;65.05900000000003;57.769000000000034;17.93
2023-04-24 04:22:00;1365.67447539391;65.06133333333337;57.77133333333336;17.93
2023-04-24 04:23:00;1367.2444811609148;65.06366666666669;57.77366666666669;17.93
2023-04-24 04:24:00;1368.81448692792;65.06600000000002;57.77600000000002;17.93
2023-04-24 04:25:00;1370.384492694925;65.06833333333336;57.77833333333335;17.93
2023-04-24 04:26:00;1371.95449846193;65.07066666666668;57.78066666666668;17.93
2023-04-24 04:27:00;1373.5245042289348;65.07300000000001;57.78300000000001;17.93
2023-04-24 04:28:00;1375.09450999594;65.07533333333333;57.78533333333334;17.93
2023-04-24 04:29:00;1376.664515762945;65.07766666666667;57.78766666666667;17.93
2023-04-24 04:30:00;1378.23452152995;65.08;57.79;17.93
2023-04-24 04:31:00;1379.804527296956;65.07333333333332;57.789;17.93
2023-04-24 04:32:00;1381.374533063962;65.06666666666666;57.788;17.93
2023-04-24 04:33:00;1382.944538830968;65.05999999999999;57.787;17.93
2023-04-24 04:34:00;1384.514544597974;65.05333333333333;57.786;17.93
2023-04-24 04:35:00;1386.0845503649798;65.04666666666665;57.785;17.93
2023-04-24 04:36:00;1387.6545561319858;65.03999999999998;57.784;17.93
2023-04-24 04:37:00;1389.2245618989919;65.03333333333332;57.783;17.939999999999998
2023-04-24 04:38:00;1390.7945676659979;65.02666666666664;57.782000000000004;17.95
2023-04-24 04:39:00;1392.364573433004;65.01999999999998;57.781;17.96
2023-04-24 04:40:00;1393.93457920001;65.0133333333333;57.78;17.97
2023-04-24 04:41:00;1395.504584967016;65.00666666666665;57.779;17.979999999999997
2023-04-24 04:42:00;1397.074590734022;64.99999999999999;57.778;17.99
2023-04-24 04:43:00;1398.644596501028;64.99333333333333;57.777;18.013333333333332
2023-04-24 04:44:00;1400.214602268034;64.98666666666666;57.776;18.036666666666665
2023-04-24 04:45:00;1401.78460803504;64.98;57.775000000000006;18.06
2023-04-24 04:46:00;1403.3546138020458;64.97333333333334;57.774;18.083333333333332
2023-04-24 04:47:00;1404.9246195690519;64.96666666666668;57.773;18.106666666666666
2023-04-24 04:48:00;1406.4946253360579;64.96000000000002;57.772000000000006;18.13
2023-04-24 04:49:00;1408.064631103064;64.95333333333336;57.771;18.13
2023-04-24 04:50:00;1409.63463687007;64.9466666666667;57.77;18.13
2023-04-24 04:51:00;1414.7066218928699;64.94000000000003;57.769000000000005;18.13
2023-04-24 04:52:00;1419.77860691567;64.93333333333337;57.768;18.13
2023-04-24 04:53:00;1424.85059193847;64.92666666666669;57.767;18.13
2023-04-24 04:54:00;1429.92257696127;64.92000000000002;57.766;18.13
2023-04-24 04:55:00;1434.99456198407;64.91333333333336;57.765;18.13
2023-04-24 04:56:00;1440.06654700687;64.90666666666668;57.764;18.13
2023-04-24 04:57:00;1445.13853202967;64.9;57.763;18.13
2023-04-24 04:58:00;1450.2105170524699;64.89333333333333;57.762;18.13
2023-04-24 04:59:00;1455.28250207527;64.88666666666667;57.760999999999996;18.13
2023-04-24 05:00:00;1460.35448709807;64.88;57.76;18.13
2023-04-24 05:01:00;1465.786969985438;64.87333333333332;57.759;18.13
2023-04-24 05:02:00;1471.219452872806;64.86666666666666;57.757999999999996;18.13
2023-04-24 05:03:00;1476.651935760174;64.85999999999999;57.757;18.13
2023-04-24 05:04:00;1482.084418647542;64.85333333333332;57.756;18.13
2023-04-24 05:05:00;1487.51690153491;64.84666666666665;57.754999999999995;18.13
2023-04-24 05:06:00;1492.949384422278;64.83999999999997;57.754;18.13
2023-04-24 05:07:00;1498.381867309646;64.83333333333331;57.753;18.13
2023-04-24 05:08:00;1503.814350197014;64.82666666666664;57.752;18.13
2023-04-24 05:09:00;1509.246833084382;64.81999999999998;57.751;18.13
2023-04-24 05:10:00;1514.67931597175;64.8133333333333;57.75;18.13
2023-04-24 05:11:00;1520.111798859118;64.80666666666664;57.749;18.13
2023-04-24 05:12:00;1525.544281746486;64.79999999999998;57.748;18.13
2023-04-24 05:13:00;1530.976764633854;64.79333333333332;57.747;18.134999999999998
2023-04-24 05:14:00;1536.409247521222;64.78666666666666;57.746;18.14
2023-04-24 05:15:00;1541.84173040859;64.78;57.745000000000005;18.145
2023-04-24 05:16:00;1547.274213295958;64.77333333333334;57.744;18.15
2023-04-24 05:17:00;1552.706696183326;64.76666666666668;57.743;18.155
2023-04-24 05:18:00;1558.139179070694;64.76000000000002;57.742000000000004;18.16
2023-04-24 05:19:00;1563.571661958062;64.75333333333336;57.741;18.188333333333333
2023-04-24 05:20:00;1569.00414484543;64.7466666666667;57.74;18.216666666666665
2023-04-24 05:21:00;1574.436627732797;64.74000000000002;57.739000000000004;18.244999999999997
2023-04-24 05:22:00;1579.8691106201638;64.73333333333336;57.738;18.273333333333333
2023-04-24 05:23:00;1585.301593507531;64.72666666666669;57.737;18.301666666666666
2023-04-24 05:24:00;1590.734076394898;64.72000000000003;57.736;18.33
2023-04-24 05:25:00;1596.166559282265;64.71333333333335;57.735;18.33
2023-04-24 05:26:00;1601.599042169632;64.70666666666668;57.734;18.33
2023-04-24 05:27:00;1607.031525056999;64.70000000000002;57.733;18.33
2023-04-24 05:28:00;1612.4640079443661;64.69333333333334;57.732;18.33
2023-04-24 05:29:00;1617.896490831733;64.68666666666668;57.730999999999995;18.33
2023-04-24 05:30:00;1623.3289737191;64.68;57.73;18.33
2023-04-24 05:31:00;1628.761456606468;64.67200000000001;57.72666666666667;18.33
2023-04-24 05:32:00;1634.193939493836;64.664;57.723333333333336;18.33
2023-04-24 05:33:00;1639.626422381204;64.656;57.720000000000006;18.33
2023-04-24 05:34:00;1645.058905268572;64.648;57.716666666666676;18.33
2023-04-24 05:35:00;1650.49138815594;64.64;57.71333333333335;18.33
2023-04-24 05:36:00;1655.923871043308;64.632;57.71000000000002;18.33
2023-04-24 05:37:00;1661.356353930676;64.624;57.70666666666669;18.33
2023-04-24 05:38:00;1666.788836818044;64.616;57.70333333333336;18.33
2023-04-24 05:39:00;1672.221319705412;64.60799999999999;57.70000000000003;18.33
2023-04-24 05:40:00;1677.65380259278;64.6;57.6966666666667;18.33
2023-04-24 05:41:00;1680.587156418025;64.592;57.693333333333364;18.33
2023-04-24 05:42:00;1683.52051024327;64.58399999999999;57.69000000000002;18.33
2023-04-24 05:43:00;1686.453864068515;64.576;57.68666666666668;18.33
2023-04-24 05:44:00;1689.38721789376;64.568;57.68333333333334;18.33
2023-04-24 05:45:00;1692.3205717190049;64.56;57.68;18.33
2023-04-24 05:46:00;1695.25392554425;64.55199999999999;57.67666666666666;18.33
2023-04-24 05:47:00;1698.187279369495;64.544;57.67333333333332;18.33
2023-04-24 05:48:00;1701.1206331947399;64.536;57.66999999999998;18.33
2023-04-24 05:49:00;1704.053987019985;64.52799999999999;57.666666666666636;18.33
2023-04-24 05:50:00;1706.98734084523;64.52;57.6633333333333;18.33
2023-04-24 05:51:00;1707.8759527105549;64.512;57.65999999999997;18.33
2023-04-24 05:52:00;1708.76456457588;64.50399999999999;57.65666666666664;18.33
2023-04-24 05:53:00;1709.653176441205;64.496;57.65333333333331;18.33
2023-04-24 05:54:00;1710.54178830653;64.488;57.64999999999998;18.33
2023-04-24 05:55:00;1711.4304001718551;64.47999999999999;57.64666666666665;18.35833333333333
2023-04-24 05:56:00;1712.31901203718;64.472;57.643333333333324;18.386666666666667
2023-04-24 05:57:00;1713.207623902505;64.464;57.63999999999999;18.415
